新闻,http://news.baidu.com
hao123,https://www.hao123.com
地图,http://map.baidu.com
视频,http://v.baidu.com
贴吧,http://tieba.baidu.com
登录,http://www.baidu.com/bdorz/login.gif?login&tpl=mn&u=http%3A%2F%2Fwww.baidu.com%2f%3fbdorz_come%3d1
更多产品,//www.baidu.com/more/
关于百度,http://home.baidu.com
About Baidu,http://ir.baidu.com
使用百度前必读,http://www.baidu.com/duty/
意见反馈,http://jianyi.baidu.com/
